id,SalePrice
713,89876.82397475129
717,186706.69565572418
720,187689.73329944906
721,67415.6689987658
726,151629.6859901296
733,99351.98211804911
736,134234.06724920997
738,103277.34808862733
741,116798.99703283678
743,48703.01511270482
745,107813.9025322994
750,141485.5801319025
756,99250.70835543003
757,124872.97046191234
758,119190.06530723166
760,86413.63912854748
765,137749.60165455393
775,124235.64739933463
776,134599.92075932116
780,164183.77028431802
783,245331.09809724134
790,124152.99108014524
795,74587.07064438227
796,124886.53871207566
797,145638.28695908072
798,119633.79795300537
804,221233.92259419934
805,226070.335987227
806,248340.13615850479
808,115487.4509062722
814,142368.30142105924
818,291781.9081786166
821,280195.6210723376
822,335316.1454688505
825,304536.1000022118
827,238191.41531097365
830,201881.64215577647
834,229312.76390950056
835,187363.61953859028
842,140670.75430045478
845,213903.6286201406
852,216321.80546969947
857,139794.3341174496
858,149065.1474614036
859,134969.77220988736
860,122545.72088453127
861,122468.28497162838
864,254711.02981710745
868,191041.6328526881
869,205765.4302429326
872,300398.69884492515
873,220401.37322159825
885,99999.12351703695
890,117676.01256797566
895,97007.06914241653
899,62623.68691036842
906,117816.44600860268
918,151053.63962324298
923,142622.99675575635
925,122657.43055188104
927,129986.04478126572
932,208030.3946402669
933,108870.23642356599
934,125157.71897305486
942,84052.7934955681
947,266119.4066445879
948,292183.9108205006
951,153586.28873262068
957,299307.856193818
958,328708.2234453286
959,203953.4314744311
963,178738.93337161202
967,214089.65274609835
968,340239.0092610967
971,126096.43145028087
972,163353.97765393642
976,86114.45583857482
978,72449.53909905483
979,98236.40694145304
984,118629.31089158736
986,154432.87012215727
991,236840.94795752372
996,210368.1307594014
1001,230848.98480504434
1007,203024.96907945172
1008,187816.16330680242
1009,200013.93207950387
1014,110855.85515327619
1022,212288.55740929162
1024,170643.16345764708
1027,134962.32383083817
1030,157505.19245379933
1032,145049.70914202032
1035,167403.87010680579
1042,104828.41068460811
1047,146281.0114619845
1050,108873.62493484626
1055,275867.88500778936
1059,413573.1141418736
1061,357860.27125640045
1064,501606.66047698195
1077,213635.07796889023
1081,232600.4247649007
1092,230423.41569158924
1093,191741.3022187118
1095,215672.2205766967
1099,247991.93443159023
1101,293558.89075741114
1103,297886.6675994982
1109,255951.32804779438
1112,206824.23038565143
1113,238709.09667231864
1114,236115.65530368095
1116,241294.501792502
1117,208972.53266677153
1119,280317.54208691436
1121,212985.52762859044
1122,193990.91308489232
1125,241024.89685473082
1137,170051.90961407343
1142,204852.62466618093
1144,192249.31703976868
1145,192902.080401871
1147,176312.2123839569
1148,202424.61886615955
1149,165763.96544236943
1150,117447.27321817994
1153,110852.06623653951
1154,98937.61829192283
1159,366411.9377214431
1161,158583.4268488166
1167,159765.49272646583
1171,252856.3253680749
1174,163451.37230884374
1188,184656.49658570543
1189,180238.49043578657
1191,148650.37299376028
1195,148101.03200797312
1199,179596.16477079407
1201,186707.9395337305
1204,191863.06511153656
1211,153988.40271134363
1214,161266.74868262376
1219,152606.25138325282
1220,61199.26653387451
1227,197774.41191837224
1229,225886.79493901288
1231,134949.3715475828
1234,213469.68708111506
1235,134384.58779688753
1239,175523.38877757394
1240,166311.87896723804
1241,183682.7341997331
1246,119520.44642593055
1249,161587.47565618777
1250,130683.22547246562
1252,118151.66728338925
1259,135101.70324776115
1267,121563.4876402308
1269,95127.53624075539
1270,131045.42184668442
1272,116812.19475767612
1274,142402.0508409658
1276,109797.01739988626
1279,145443.5074041628
1281,166458.44563989356
1286,144926.3874335734
1287,135056.71686687972
1290,75794.79611474923
1291,121862.07149608614
1297,151511.12763196728
1302,142755.0335365838
1303,49230.82737383147
1312,103117.86968208075
1315,128213.93265206394
1322,54129.82283255118
1327,111694.2046565996
1331,135693.72939253613
1333,117317.69862106275
1334,119159.80296992772
1336,109704.24836913504
1341,115295.9674430501
1344,75657.5403881184
1347,129775.276869595
1348,137831.70833205507
1353,174945.87060746457
1355,138235.88652468065
1356,122092.91457375647
1357,163787.37991951042
1361,146676.69211676408
1364,125453.44990063662
1368,114968.16891261392
1369,97134.11345277273
1371,139332.56225870913
1373,131776.14243614845
1374,124234.79032651238
1387,117780.81711241296
1388,99664.90972153675
1392,144397.5756640047
1394,129970.55583072989
1406,157387.0548925976
1407,234786.47407749377
1408,205200.8166193321
1409,174468.61143260138
1411,167929.5489175349
1412,109993.11619505717
1413,154891.08274648956
1414,140561.98400189105
1425,245618.01635964774
1430,201491.22166984063
1431,179974.40651799794
1435,220744.13099677872
1441,230122.2340370647
1444,226685.4302175309
1445,129493.8658847331
1446,137121.70485197572
1452,124460.1183415224
1453,122981.66216537001
1456,240012.5968164869
1457,228367.97864643423
1460,257093.2059787174
1463,255469.91568082126
1468,217260.51402668157
1471,215074.20671432608
1474,210250.27561808587
1475,198899.03173475256
1476,211443.6106008462
1478,205112.4026469662
1482,144313.66273206953
1483,150049.36825597924
1484,145913.25310391342
1485,154322.98741667205
1496,169159.30778399095
1497,146210.1943437713
1500,154183.6058264995
1506,115110.51324534813
1507,102909.14814094095
1509,135563.90017967453
1510,137408.22835736698
1513,120326.47454806184
1517,141122.9691599142
1518,189392.88586824527
1523,193858.7858417237
1524,141625.17413266344
1526,149027.06584071694
1529,213093.2796761796
1531,123580.73697640844
1535,113425.15708486084
1536,124802.35237179806
1538,356908.23952241644
1540,265232.99606166873
1543,113954.22607164673
1545,125146.24354712397
1546,127540.55432041554
1557,82692.5755034088
1558,78182.28501149011
1559,63392.23327259522
1563,264721.4745492894
1568,174741.50040620062
1571,227529.5777986085
1578,144411.41455226982
1579,205826.37812753298
1584,253756.63492402554
1586,333421.6040282237
1604,124063.95398159995
1606,144875.55822886302
1610,149891.6710036958
1611,104202.87586010434
1618,180939.71376880675
1623,201999.13542077426
1624,181474.57403465072
1628,174933.06212321392
1633,200800.3015785225
1645,166567.36495942267
1649,202493.73940755232
1652,140561.25513848985
1653,161440.23251670125
1656,131075.8703354716
1662,187562.70189582874
1668,119493.4585069861
1670,108158.9419863756
1672,115130.03485449786
1673,141392.49588072786
1674,166705.22619862328
1677,111964.43659960885
1678,110202.93246761923
1679,100733.35995065885
1685,356433.4291106853
1692,422416.5228590793
1693,304224.7853681426
1696,432641.4611222789
1709,320652.3199828864
1711,281834.69266360486
1717,194360.53919949243
1718,191947.33402014957
1721,225625.87367637272
1722,215654.79553453447
1725,289447.6239142397
1726,216280.90999531877
1730,172837.31091573962
1731,173909.38755492182
1733,196715.4956129799
1737,201481.36419975283
1746,256558.53897907725
1747,212509.00350904805
1748,200613.95327475143
1749,220909.9683033187
1760,180261.8484261268
1761,584975.4142213786
1762,335235.00202074926
1768,591622.3540519365
1769,250979.00296734297
1770,279480.7977555883
1776,195521.3889455791
1781,391128.2993274319
1785,290797.5518930111
1792,218979.70038146214
1798,248534.85970769907
1812,198126.61214643708
1814,246049.09161934187
1817,137021.7414898314
1818,142529.3820870238
1822,137048.79176319897
1823,113990.99511651126
1829,288782.38845834136
1838,187153.40520427414
1845,159483.82223584162
1851,186190.4087253768
1855,282214.7813613086
1856,200538.06909818793
1858,212002.93498117407
1865,207666.92334479504
1866,152890.46779638817
1867,170964.3296523123
1868,223466.05949329198
1876,137488.50496382223
1878,139411.5130505759
1879,134979.81945900488
1882,132373.06416776817
1883,121371.46354497416
1887,95373.07768835226
1895,150306.1041888427
1898,154761.30968529082
1904,57296.255709447316
1908,136477.6445521
1917,145597.67078148937
1918,129517.3027727644
1920,133084.0998348148
1922,133005.45622708582
1923,156973.9488075264
1931,158375.35525672176
1935,138247.4325212303
1936,129622.20339853677
1939,117246.98263561363
1943,110630.53613362317
1944,126572.83658515592
1946,194298.150388705
1952,86033.95022689388
1954,119454.2037503355
1958,129119.20582270126
1964,159296.59127432609
1966,136573.5010062876
1969,98636.55616550223
1977,96197.6394685541
1980,85617.00807129974
1984,119787.32975602949
1985,88023.45555501769
1988,111186.60917304021
1989,108520.74715371063
1991,141248.13154900656
1992,126624.52360560764
1997,119704.63272322582
1999,172080.88405573822
2003,111761.86736357155
2005,119910.56896222227
2010,130416.38209719404
2012,132969.5264264963
2016,136281.53738837232
2017,125875.93462307192
2022,173706.91439999233
2023,160492.62900248723
2035,129290.75365278877
2036,223796.88320838835
2040,122529.9197986438
2042,125818.59749724476
2043,89976.1030629244
2055,135508.88785416816
2056,110253.05411491323
2059,110759.47117921682
2064,123301.76432268118
2066,144069.66724952494
2070,148813.08636772088
2071,89562.09102586917
2078,231935.40660372478
2080,162076.2202748171
2085,122220.33260098986
2089,135155.90537302548
2090,171815.68479639498
2092,242925.58356291684
2094,250386.83516078247
2095,228923.14231319004
2098,373690.9209757606
2099,252749.48301117393
2103,254731.59805276655
2120,145080.9475960111
2122,175712.18943313477
2123,170235.55740544232
2134,193363.73853120973
2135,118729.73234598956
2136,125072.37902670629
2143,124784.42271309177
2145,289226.93274010305
2146,251805.3211151933
2148,199693.29390503597
2155,301174.78057852056
2156,264468.4976551297
2157,140820.88204069145
2159,208701.0548229006
2161,181841.26249718844
2164,201897.79252990743
2165,181385.01755012045
2169,124770.03217495552
2171,109971.82414880213
2180,156868.4295082939
2182,693827.1239960408
2184,139906.52961786816
2185,77805.27128457186
2188,83778.04636829655
2191,102589.86417668014
2192,97680.24565537852
2196,137144.36991253836
2198,80138.20922917967
2204,167456.38677343444
2210,145652.00888642727
2213,116914.63380795727
2215,293947.49880779756
2219,260142.55506859676
2221,252804.04268881513
2224,173376.07588351125
2228,164409.3189226224
2232,107655.7503423319
2239,110141.26003254391
2246,266833.0991158578
2247,262852.7942167388
2249,155337.7972348831
2251,185389.25146113182
2254,152656.05257847227
2256,211079.9688304714
2259,233195.28721561373
2263,256000.51051471164
2266,209811.17593484334
2271,184020.12278678166
2274,180880.84367677663
2275,306881.46549903764
2280,148861.74600963327
2281,142572.4228544042
2291,80831.83109633136
2292,163009.3765526841
2295,187094.0209255241
2297,106454.17680743884
2299,127294.89853686925
2302,130959.66948653215
2303,132193.56522198804
2304,124071.11921322579
2308,170325.68901371214
2312,215907.42208123402
2314,179184.04234974316
2315,177880.1920393279
2316,190243.76622294006
2320,235867.32033534345
2321,299019.66279155115
2322,242775.8571800741
2325,167807.3476639781
2336,364193.4337842779
2340,312724.17835500103
2341,327218.6033545625
2342,394284.97417317814
2345,257510.34087351745
2346,181458.27884267992
2347,163485.008382239
2354,255007.47708320897
2357,186292.51567076033
2359,150516.07753025487
2360,144897.16141529463
2361,112152.16304143275
2362,93179.4260803385
2366,112622.53786226471
2367,98367.30502815223
2370,120551.7396182348
2373,92865.92084996484
2376,123367.77217129544
2378,139485.38862416416
2382,251155.03645810453
2387,293754.3303664671
2392,368503.2457644609
2395,341875.5894586415
2396,371144.9130086177
2397,265949.2941852592
2399,356822.2384608942
2401,412469.9539462532
2402,274438.02121167135
2407,197404.86707194045
2411,183966.91626044727
2414,222223.92515083833
2418,277217.8531216728
2419,185764.87963125392
2424,175525.05161518176
2427,172666.21249484154
2430,229252.0469814233
2439,206263.3457133672
2441,243507.3789874046
2442,223481.09361844114
2446,520866.0770973096
2447,374641.15102749923
2452,313741.8831452727
2457,333966.63973044144
2458,272168.383428461
2462,374949.17061642295
2465,182457.9985950675
2467,183643.53624067284
2473,144532.52422699812
2478,180501.47845668043
2479,171244.6280669646
2482,162320.3422506413
2485,120257.24084119672
2488,132832.23365993635
2494,127121.71615351857
2500,254773.72019821787
2509,145278.3795499153
2512,179903.33330076802
2514,141916.49375631651
2515,192450.5486429005
2516,218181.33364046845
2518,176292.8910875627
2519,210220.69224625986
2520,178675.16114344425
2527,168433.24219001204
2532,129154.64677382699
2538,130014.32377849636
2539,156554.09260365204
2543,111754.36074008358
2551,154760.07874997277
2554,129087.80084438932
2555,120386.44278696564
2557,84045.50845434773
2561,136354.5740426705
2563,167832.0686156765
2564,135133.056514565
2570,110434.27288144571
2571,268331.2936024258
2576,150704.2110944696
2582,140313.08187688372
2584,150142.41310768572
2587,121557.21511173678
2589,123302.0525755394
2591,222334.78530436894
2597,116909.79239138488
2602,158096.93227413762
2605,122393.68403003289
2610,194682.21792362575
2611,150591.7754673245
2614,127247.11215971857
2616,191440.49452138762
2617,158213.06780046754
2620,125548.10587639031
2623,94082.68353819624
2631,134793.96150768874
2638,155347.33666822166
2639,113718.11761648313
2645,118398.35560337764
2647,92843.87725603953
2648,108565.0645522594
2650,115715.02538386662
2652,125205.10887225378
2656,124165.10081536941
2658,130867.25119883433
2661,169716.14395671
2665,160692.49163102466
2673,152551.99236273475
2678,94908.79325578775
2679,97735.39930712036
2680,70097.04653925046
2685,106399.81306574756
2695,124430.06280868633
2698,113376.62142062816
2700,163631.7952578453
2706,137389.390435898
2708,155220.15478823672
2709,141587.3379102667
2711,125199.26155747066
2718,149504.63368094675
2719,156830.10103474822
2721,162915.2765417198
2725,161282.9529512008
2726,237831.43683580225
2732,212618.74744415874
2733,133225.117368093
2739,165041.94928517053
2747,170423.75867858322
2751,226005.1127197251
2754,195483.88926126296
2755,228215.3633356886
2756,206360.7044030876
2758,244351.75423377985
2763,190947.60454293434
2764,250212.56377322352
2765,162347.95626692392
2766,176385.2846251307
2768,164397.7783198549
2781,218186.7325954826
2784,168655.7248460965
2785,131310.36638510498
2786,127933.55684374982
2796,233302.0922015463
2797,288170.3297699751
2801,259904.28517601013
2805,255409.29908471508
2806,211082.33744892137
2812,199523.25682122548
2817,102167.43353751698
2822,140390.69384667068
2825,248170.94937668298
2828,155483.3831345732
2831,147436.21893504946
2843,115302.91194683353
2845,98492.42253165488
2847,170859.84608757027
2855,165509.8616181421
2856,139445.1223737912
2859,129206.17963959544
2865,210112.05237868018
2867,179085.25909348062
2869,190845.84332618336
2870,213696.4061760349
2874,150094.29042353804
2876,76768.33832352587
2889,146661.97209426007
2892,318308.6682350659
2895,230550.53450395967
2898,241273.22411525642
2901,325053.8129285686
2902,342806.7455700218
2908,142879.12283556958
2909,111676.95241990678
2916,159609.81552387532
2917,90611.73468341412
2919,78054.90523334935
2921,87736.1129770296
2922,185543.16057686834
2925,180907.44196781362
2928,116535.3973959537
